employer_key,employer_code,employer_name,company_type,industry,sector,hq_country,hq_state,hq_city,website,linkedin_company_url,size_bucket,sponsor_f1_flag,remote_friendly_flag,diversity_program_flag,talent_partner_flag,last_engagement_date,employer_rating,created_at,updated_at,products,slu_relation,logo_url
81,EMP0081,Company 81,Gov,Technology,Public,USA,IL,Chicago,https://company81.com,https://linkedin.com/company/company81,50-199,1,1,1,0,2020-03-22,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
82,EMP0082,Company 82,Nonprofit,Healthcare,Gov,USA,CA,Mountain View,https://company82.com,https://linkedin.com/company/company82,200-999,0,0,0,0,2020-03-23,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
83,EMP0083,Company 83,Other,Finance,Nonprofit,USA,TX,Austin,https://company83.com,https://linkedin.com/company/company83,1000+,1,1,0,0,2020-03-24,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
84,EMP0084,Company 84,Startup,Retail,Private,USA,NY,New York,https://company84.com,https://linkedin.com/company/company84,1-49,0,0,1,1,2020-03-25,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
85,EMP0085,Company 85,SMB,Education,Public,USA,WA,Seattle,https://company85.com,https://linkedin.com/company/company85,50-199,1,1,0,0,2020-03-26,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
86,EMP0086,Company 86,Enterprise,Manufacturing,Gov,USA,MA,Boston,https://company86.com,https://linkedin.com/company/company86,200-999,0,0,0,0,2020-03-27,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
87,EMP0087,Company 87,Gov,Consulting,Nonprofit,USA,GA,Atlanta,https://company87.com,https://linkedin.com/company/company87,1000+,1,1,1,0,2020-03-28,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
88,EMP0088,Company 88,Nonprofit,Media,Private,USA,AZ,Phoenix,https://company88.com,https://linkedin.com/company/company88,1-49,0,0,0,1,2020-03-29,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
89,EMP0089,Company 89,Other,Aerospace,Public,USA,NC,Charlotte,https://company89.com,https://linkedin.com/company/company89,50-199,1,1,0,0,2020-03-30,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
90,EMP0090,Company 90,Startup,Technology,Gov,USA,MO,St. Louis,https://company90.com,https://linkedin.com/company/company90,200-999,0,0,1,0,2020-03-31,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
91,EMP0091,Company 91,SMB,Healthcare,Nonprofit,USA,IL,Chicago,https://company91.com,https://linkedin.com/company/company91,1000+,1,1,0,0,2020-04-01,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
92,EMP0092,Company 92,Enterprise,Finance,Private,USA,CA,Mountain View,https://company92.com,https://linkedin.com/company/company92,1-49,0,0,0,1,2020-04-02,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
93,EMP0093,Company 93,Gov,Retail,Public,USA,TX,Austin,https://company93.com,https://linkedin.com/company/company93,50-199,1,1,1,0,2020-04-03,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
94,EMP0094,Company 94,Nonprofit,Education,Gov,USA,NY,New York,https://company94.com,https://linkedin.com/company/company94,200-999,0,0,0,0,2020-04-04,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
95,EMP0095,Company 95,Other,Manufacturing,Nonprofit,USA,WA,Seattle,https://company95.com,https://linkedin.com/company/company95,1000+,1,1,0,0,2020-04-05,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
96,EMP0096,Company 96,Startup,Consulting,Private,USA,MA,Boston,https://company96.com,https://linkedin.com/company/company96,1-49,0,0,1,1,2020-04-06,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
97,EMP0097,Company 97,SMB,Media,Public,USA,GA,Atlanta,https://company97.com,https://linkedin.com/company/company97,50-199,1,1,0,0,2020-04-07,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
98,EMP0098,Company 98,Enterprise,Aerospace,Gov,USA,AZ,Phoenix,https://company98.com,https://linkedin.com/company/company98,200-999,0,0,0,0,2020-04-08,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
99,EMP0099,Company 99,Gov,Technology,Nonprofit,USA,NC,Charlotte,https://company99.com,https://linkedin.com/company/company99,1000+,1,1,1,0,2020-04-09,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
100,EMP0100,Company 100,Nonprofit,Healthcare,Private,USA,MO,St. Louis,https://company100.com,https://linkedin.com/company/company100,1-49,0,0,0,1,2020-04-10,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
101,EMP0101,Company 101,Other,Finance,Public,USA,IL,Chicago,https://company101.com,https://linkedin.com/company/company101,50-199,1,1,0,0,2020-04-11,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
102,EMP0102,Company 102,Startup,Retail,Gov,USA,CA,Mountain View,https://company102.com,https://linkedin.com/company/company102,200-999,0,0,1,0,2020-04-12,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
103,EMP0103,Company 103,SMB,Education,Nonprofit,USA,TX,Austin,https://company103.com,https://linkedin.com/company/company103,1000+,1,1,0,0,2020-04-13,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
104,EMP0104,Company 104,Enterprise,Manufacturing,Private,USA,NY,New York,https://company104.com,https://linkedin.com/company/company104,1-49,0,0,0,1,2020-04-14,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
105,EMP0105,Company 105,Gov,Consulting,Public,USA,WA,Seattle,https://company105.com,https://linkedin.com/company/company105,50-199,1,1,1,0,2020-04-15,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
106,EMP0106,Company 106,Nonprofit,Media,Gov,USA,MA,Boston,https://company106.com,https://linkedin.com/company/company106,200-999,0,0,0,0,2020-04-16,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
107,EMP0107,Company 107,Other,Aerospace,Nonprofit,USA,GA,Atlanta,https://company107.com,https://linkedin.com/company/company107,1000+,1,1,0,0,2020-04-17,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
108,EMP0108,Company 108,Startup,Technology,Private,USA,AZ,Phoenix,https://company108.com,https://linkedin.com/company/company108,1-49,0,0,1,1,2020-04-18,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
109,EMP0109,Company 109,SMB,Healthcare,Public,USA,NC,Charlotte,https://company109.com,https://linkedin.com/company/company109,50-199,1,1,0,0,2020-04-19,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
110,EMP0110,Company 110,Enterprise,Finance,Gov,USA,MO,St. Louis,https://company110.com,https://linkedin.com/company/company110,200-999,0,0,0,0,2020-04-20,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
111,EMP0111,Company 111,Gov,Retail,Nonprofit,USA,IL,Chicago,https://company111.com,https://linkedin.com/company/company111,1000+,1,1,1,0,2020-04-21,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
112,EMP0112,Company 112,Nonprofit,Education,Private,USA,CA,Mountain View,https://company112.com,https://linkedin.com/company/company112,1-49,0,0,0,1,2020-04-22,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
113,EMP0113,Company 113,Other,Manufacturing,Public,USA,TX,Austin,https://company113.com,https://linkedin.com/company/company113,50-199,1,1,0,0,2020-04-23,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
114,EMP0114,Company 114,Startup,Consulting,Gov,USA,NY,New York,https://company114.com,https://linkedin.com/company/company114,200-999,0,0,1,0,2020-04-24,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
115,EMP0115,Company 115,SMB,Media,Nonprofit,USA,WA,Seattle,https://company115.com,https://linkedin.com/company/company115,1000+,1,1,0,0,2020-04-25,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
116,EMP0116,Company 116,Enterprise,Aerospace,Private,USA,MA,Boston,https://company116.com,https://linkedin.com/company/company116,1-49,0,0,0,1,2020-04-26,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
117,EMP0117,Company 117,Gov,Technology,Public,USA,GA,Atlanta,https://company117.com,https://linkedin.com/company/company117,50-199,1,1,1,0,2020-04-27,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
118,EMP0118,Company 118,Nonprofit,Healthcare,Gov,USA,AZ,Phoenix,https://company118.com,https://linkedin.com/company/company118,200-999,0,0,0,0,2020-04-28,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
119,EMP0119,Company 119,Other,Finance,Nonprofit,USA,NC,Charlotte,https://company119.com,https://linkedin.com/company/company119,1000+,1,1,0,0,2020-04-29,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
120,EMP0120,Company 120,Startup,Retail,Private,USA,MO,St. Louis,https://company120.com,https://linkedin.com/company/company120,1-49,0,0,1,1,2020-04-30,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
121,EMP0121,Company 121,SMB,Education,Public,USA,IL,Chicago,https://company121.com,https://linkedin.com/company/company121,50-199,1,1,0,0,2020-05-01,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
122,EMP0122,Company 122,Enterprise,Manufacturing,Gov,USA,CA,Mountain View,https://company122.com,https://linkedin.com/company/company122,200-999,0,0,0,0,2020-05-02,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
123,EMP0123,Company 123,Gov,Consulting,Nonprofit,USA,TX,Austin,https://company123.com,https://linkedin.com/company/company123,1000+,1,1,1,0,2020-05-03,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
124,EMP0124,Company 124,Nonprofit,Media,Private,USA,NY,New York,https://company124.com,https://linkedin.com/company/company124,1-49,0,0,0,1,2020-05-04,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
125,EMP0125,Company 125,Other,Aerospace,Public,USA,WA,Seattle,https://company125.com,https://linkedin.com/company/company125,50-199,1,1,0,0,2020-05-05,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
126,EMP0126,Company 126,Startup,Technology,Gov,USA,MA,Boston,https://company126.com,https://linkedin.com/company/company126,200-999,0,0,1,0,2020-05-06,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
127,EMP0127,Company 127,SMB,Healthcare,Nonprofit,USA,GA,Atlanta,https://company127.com,https://linkedin.com/company/company127,1000+,1,1,0,0,2020-05-07,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
128,EMP0128,Company 128,Enterprise,Finance,Private,USA,AZ,Phoenix,https://company128.com,https://linkedin.com/company/company128,1-49,0,0,0,1,2020-05-08,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
129,EMP0129,Company 129,Gov,Retail,Public,USA,NC,Charlotte,https://company129.com,https://linkedin.com/company/company129,50-199,1,1,1,0,2020-05-09,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
130,EMP0130,Company 130,Nonprofit,Education,Gov,USA,MO,St. Louis,https://company130.com,https://linkedin.com/company/company130,200-999,0,0,0,0,2020-05-10,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
131,EMP0131,Company 131,Other,Manufacturing,Nonprofit,USA,IL,Chicago,https://company131.com,https://linkedin.com/company/company131,1000+,1,1,0,0,2020-05-11,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
132,EMP0132,Company 132,Startup,Consulting,Private,USA,CA,Mountain View,https://company132.com,https://linkedin.com/company/company132,1-49,0,0,1,1,2020-05-12,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
133,EMP0133,Company 133,SMB,Media,Public,USA,TX,Austin,https://company133.com,https://linkedin.com/company/company133,50-199,1,1,0,0,2020-05-13,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
134,EMP0134,Company 134,Enterprise,Aerospace,Gov,USA,NY,New York,https://company134.com,https://linkedin.com/company/company134,200-999,0,0,0,0,2020-05-14,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
135,EMP0135,Company 135,Gov,Technology,Nonprofit,USA,WA,Seattle,https://company135.com,https://linkedin.com/company/company135,1000+,1,1,1,0,2020-05-15,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
136,EMP0136,Company 136,Nonprofit,Healthcare,Private,USA,MA,Boston,https://company136.com,https://linkedin.com/company/company136,1-49,0,0,0,1,2020-05-16,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
137,EMP0137,Company 137,Other,Finance,Public,USA,GA,Atlanta,https://company137.com,https://linkedin.com/company/company137,50-199,1,1,0,0,2020-05-17,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
138,EMP0138,Company 138,Startup,Retail,Gov,USA,AZ,Phoenix,https://company138.com,https://linkedin.com/company/company138,200-999,0,0,1,0,2020-05-18,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
139,EMP0139,Company 139,SMB,Education,Nonprofit,USA,NC,Charlotte,https://company139.com,https://linkedin.com/company/company139,1000+,1,1,0,0,2020-05-19,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
140,EMP0140,Company 140,Enterprise,Manufacturing,Private,USA,MO,St. Louis,https://company140.com,https://linkedin.com/company/company140,1-49,0,0,0,1,2020-05-20,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
141,EMP0141,Company 141,Gov,Consulting,Public,USA,IL,Chicago,https://company141.com,https://linkedin.com/company/company141,50-199,1,1,1,0,2020-05-21,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
142,EMP0142,Company 142,Nonprofit,Media,Gov,USA,CA,Mountain View,https://company142.com,https://linkedin.com/company/company142,200-999,0,0,0,0,2020-05-22,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
143,EMP0143,Company 143,Other,Aerospace,Nonprofit,USA,TX,Austin,https://company143.com,https://linkedin.com/company/company143,1000+,1,1,0,0,2020-05-23,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
144,EMP0144,Company 144,Startup,Technology,Private,USA,NY,New York,https://company144.com,https://linkedin.com/company/company144,1-49,0,0,1,1,2020-05-24,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
145,EMP0145,Company 145,SMB,Healthcare,Public,USA,WA,Seattle,https://company145.com,https://linkedin.com/company/company145,50-199,1,1,0,0,2020-05-25,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
146,EMP0146,Company 146,Enterprise,Finance,Gov,USA,MA,Boston,https://company146.com,https://linkedin.com/company/company146,200-999,0,0,0,0,2020-05-26,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
147,EMP0147,Company 147,Gov,Retail,Nonprofit,USA,GA,Atlanta,https://company147.com,https://linkedin.com/company/company147,1000+,1,1,1,0,2020-05-27,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
148,EMP0148,Company 148,Nonprofit,Education,Private,USA,AZ,Phoenix,https://company148.com,https://linkedin.com/company/company148,1-49,0,0,0,1,2020-05-28,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
149,EMP0149,Company 149,Other,Manufacturing,Public,USA,NC,Charlotte,https://company149.com,https://linkedin.com/company/company149,50-199,1,1,0,0,2020-05-29,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
150,EMP0150,Company 150,Startup,Consulting,Gov,USA,MO,St. Louis,https://company150.com,https://linkedin.com/company/company150,200-999,0,0,1,0,2020-05-30,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
151,EMP0151,Company 151,SMB,Media,Nonprofit,USA,IL,Chicago,https://company151.com,https://linkedin.com/company/company151,1000+,1,1,0,0,2020-05-31,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
152,EMP0152,Company 152,Enterprise,Aerospace,Private,USA,CA,Mountain View,https://company152.com,https://linkedin.com/company/company152,1-49,0,0,0,1,2020-06-01,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
153,EMP0153,Company 153,Gov,Technology,Public,USA,TX,Austin,https://company153.com,https://linkedin.com/company/company153,50-199,1,1,1,0,2020-06-02,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
154,EMP0154,Company 154,Nonprofit,Healthcare,Gov,USA,NY,New York,https://company154.com,https://linkedin.com/company/company154,200-999,0,0,0,0,2020-06-03,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
155,EMP0155,Company 155,Other,Finance,Nonprofit,USA,WA,Seattle,https://company155.com,https://linkedin.com/company/company155,1000+,1,1,0,0,2020-06-04,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
156,EMP0156,Company 156,Startup,Retail,Private,USA,MA,Boston,https://company156.com,https://linkedin.com/company/company156,1-49,0,0,1,1,2020-06-05,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
157,EMP0157,Company 157,SMB,Education,Public,USA,GA,Atlanta,https://company157.com,https://linkedin.com/company/company157,50-199,1,1,0,0,2020-06-06,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
158,EMP0158,Company 158,Enterprise,Manufacturing,Gov,USA,AZ,Phoenix,https://company158.com,https://linkedin.com/company/company158,200-999,0,0,0,0,2020-06-07,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
159,EMP0159,Company 159,Gov,Consulting,Nonprofit,USA,NC,Charlotte,https://company159.com,https://linkedin.com/company/company159,1000+,1,1,1,0,2020-06-08,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
160,EMP0160,Company 160,Nonprofit,Media,Private,USA,MO,St. Louis,https://company160.com,https://linkedin.com/company/company160,1-49,0,0,0,1,2020-06-09,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
161,EMP0161,Company 161,Other,Aerospace,Public,USA,IL,Chicago,https://company161.com,https://linkedin.com/company/company161,50-199,1,1,0,0,2020-06-10,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
162,EMP0162,Company 162,Startup,Technology,Gov,USA,CA,Mountain View,https://company162.com,https://linkedin.com/company/company162,200-999,0,0,1,0,2020-06-11,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
163,EMP0163,Company 163,SMB,Healthcare,Nonprofit,USA,TX,Austin,https://company163.com,https://linkedin.com/company/company163,1000+,1,1,0,0,2020-06-12,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
164,EMP0164,Company 164,Enterprise,Finance,Private,USA,NY,New York,https://company164.com,https://linkedin.com/company/company164,1-49,0,0,0,1,2020-06-13,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
165,EMP0165,Company 165,Gov,Retail,Public,USA,WA,Seattle,https://company165.com,https://linkedin.com/company/company165,50-199,1,1,1,0,2020-06-14,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
166,EMP0166,Company 166,Nonprofit,Education,Gov,USA,MA,Boston,https://company166.com,https://linkedin.com/company/company166,200-999,0,0,0,0,2020-06-15,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
167,EMP0167,Company 167,Other,Manufacturing,Nonprofit,USA,GA,Atlanta,https://company167.com,https://linkedin.com/company/company167,1000+,1,1,0,0,2020-06-16,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
168,EMP0168,Company 168,Startup,Consulting,Private,USA,AZ,Phoenix,https://company168.com,https://linkedin.com/company/company168,1-49,0,0,1,1,2020-06-17,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
169,EMP0169,Company 169,SMB,Media,Public,USA,NC,Charlotte,https://company169.com,https://linkedin.com/company/company169,50-199,1,1,0,0,2020-06-18,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
170,EMP0170,Company 170,Enterprise,Aerospace,Gov,USA,MO,St. Louis,https://company170.com,https://linkedin.com/company/company170,200-999,0,0,0,0,2020-06-19,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
171,EMP0171,Company 171,Gov,Technology,Nonprofit,USA,IL,Chicago,https://company171.com,https://linkedin.com/company/company171,1000+,1,1,1,0,2020-06-20,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
172,EMP0172,Company 172,Nonprofit,Healthcare,Private,USA,CA,Mountain View,https://company172.com,https://linkedin.com/company/company172,1-49,0,0,0,1,2020-06-21,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
173,EMP0173,Company 173,Other,Finance,Public,USA,TX,Austin,https://company173.com,https://linkedin.com/company/company173,50-199,1,1,0,0,2020-06-22,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
174,EMP0174,Company 174,Startup,Retail,Gov,USA,NY,New York,https://company174.com,https://linkedin.com/company/company174,200-999,0,0,1,0,2020-06-23,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
175,EMP0175,Company 175,SMB,Education,Nonprofit,USA,WA,Seattle,https://company175.com,https://linkedin.com/company/company175,1000+,1,1,0,0,2020-06-24,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
176,EMP0176,Company 176,Enterprise,Manufacturing,Private,USA,MA,Boston,https://company176.com,https://linkedin.com/company/company176,1-49,0,0,0,1,2020-06-25,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
177,EMP0177,Company 177,Gov,Consulting,Public,USA,GA,Atlanta,https://company177.com,https://linkedin.com/company/company177,50-199,1,1,1,0,2020-06-26,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
178,EMP0178,Company 178,Nonprofit,Media,Gov,USA,AZ,Phoenix,https://company178.com,https://linkedin.com/company/company178,200-999,0,0,0,0,2020-06-27,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
179,EMP0179,Company 179,Other,Aerospace,Nonprofit,USA,NC,Charlotte,https://company179.com,https://linkedin.com/company/company179,1000+,1,1,0,0,2020-06-28,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
180,EMP0180,Company 180,Startup,Technology,Private,USA,MO,St. Louis,https://company180.com,https://linkedin.com/company/company180,1-49,0,0,1,1,2020-06-29,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
181,EMP0181,Company 181,SMB,Healthcare,Public,USA,IL,Chicago,https://company181.com,https://linkedin.com/company/company181,50-199,1,1,0,0,2020-06-30,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
182,EMP0182,Company 182,Enterprise,Finance,Gov,USA,CA,Mountain View,https://company182.com,https://linkedin.com/company/company182,200-999,0,0,0,0,2020-07-01,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
183,EMP0183,Company 183,Gov,Retail,Nonprofit,USA,TX,Austin,https://company183.com,https://linkedin.com/company/company183,1000+,1,1,1,0,2020-07-02,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
184,EMP0184,Company 184,Nonprofit,Education,Private,USA,NY,New York,https://company184.com,https://linkedin.com/company/company184,1-49,0,0,0,1,2020-07-03,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
185,EMP0185,Company 185,Other,Manufacturing,Public,USA,WA,Seattle,https://company185.com,https://linkedin.com/company/company185,50-199,1,1,0,0,2020-07-04,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
186,EMP0186,Company 186,Startup,Consulting,Gov,USA,MA,Boston,https://company186.com,https://linkedin.com/company/company186,200-999,0,0,1,0,2020-07-05,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
187,EMP0187,Company 187,SMB,Media,Nonprofit,USA,GA,Atlanta,https://company187.com,https://linkedin.com/company/company187,1000+,1,1,0,0,2020-07-06,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
188,EMP0188,Company 188,Enterprise,Aerospace,Private,USA,AZ,Phoenix,https://company188.com,https://linkedin.com/company/company188,1-49,0,0,0,1,2020-07-07,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
189,EMP0189,Company 189,Gov,Technology,Public,USA,NC,Charlotte,https://company189.com,https://linkedin.com/company/company189,50-199,1,1,1,0,2020-07-08,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
190,EMP0190,Company 190,Nonprofit,Healthcare,Gov,USA,MO,St. Louis,https://company190.com,https://linkedin.com/company/company190,200-999,0,0,0,0,2020-07-09,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
191,EMP0191,Company 191,Other,Finance,Nonprofit,USA,IL,Chicago,https://company191.com,https://linkedin.com/company/company191,1000+,1,1,0,0,2020-07-10,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
192,EMP0192,Company 192,Startup,Retail,Private,USA,CA,Mountain View,https://company192.com,https://linkedin.com/company/company192,1-49,0,0,1,1,2020-07-11,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
193,EMP0193,Company 193,SMB,Education,Public,USA,TX,Austin,https://company193.com,https://linkedin.com/company/company193,50-199,1,1,0,0,2020-07-12,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
194,EMP0194,Company 194,Enterprise,Manufacturing,Gov,USA,NY,New York,https://company194.com,https://linkedin.com/company/company194,200-999,0,0,0,0,2020-07-13,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
195,EMP0195,Company 195,Gov,Consulting,Nonprofit,USA,WA,Seattle,https://company195.com,https://linkedin.com/company/company195,1000+,1,1,1,0,2020-07-14,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
196,EMP0196,Company 196,Nonprofit,Media,Private,USA,MA,Boston,https://company196.com,https://linkedin.com/company/company196,1-49,0,0,0,1,2020-07-15,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
197,EMP0197,Company 197,Other,Aerospace,Public,USA,GA,Atlanta,https://company197.com,https://linkedin.com/company/company197,50-199,1,1,0,0,2020-07-16,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
198,EMP0198,Company 198,Startup,Technology,Gov,USA,AZ,Phoenix,https://company198.com,https://linkedin.com/company/company198,200-999,0,0,1,0,2020-07-17,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
199,EMP0199,Company 199,SMB,Healthcare,Nonprofit,USA,NC,Charlotte,https://company199.com,https://linkedin.com/company/company199,1000+,1,1,0,0,2020-07-18,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
200,EMP0200,Company 200,Enterprise,Finance,Private,USA,MO,St. Louis,https://company200.com,https://linkedin.com/company/company200,1-49,0,0,0,1,2020-07-19,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
201,EMP0201,Company 201,Gov,Retail,Public,USA,IL,Chicago,https://company201.com,https://linkedin.com/company/company201,50-199,1,1,1,0,2020-07-20,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
